CONFIG_ID,NUMBER_OF_PRODUCT_SOLD,GMII,NUMBER_OF_VISIT
80003243-C,230,0.25366446831058,489
30104786,438,0.132127908406264,543
80028785-C,3860,0.010229561265615,9915
80032191-C,1710,0.018417705760103,1268
80001646-C,151,0.10161356262938,352
80027327-C,564,0.294542312342483,1230
30105243,139,0.33362475092059196,215
80043982-C,85,0.305825965082276,202
80046124-C,80,-0.20279860888805704,332
80010919-C,138,0.114309393206272,502
80042659-C,210,0.04315640310044,244
80003188-C,271,0.077080077168577,578
80017725-C,42,0.31492987265193106,804
80023326-C,248,0.12647691897612,637
80034076-C,388,0.113111628095632,1414
80044201-C,144,0.179426226298136,320
80018027-C,993,0.173608405435951,1049
80037394-C,25,0.14784956108886402,155
80041778-C,362,0.265921387104837,654
80037808-C,340,-0.157732723250278,1039
80038944-C,97,0.119108422704875,246
80019086-C,1490,0.12294104471364999,1854
80027340-C,470,0.25416490348242604,965
80044555-C,42,0.08680630156794998,3258
80003788-C,668,0.09159926995952,641
30102969,47660,0.11844116546211801,66318
80041810-C,176,0.028546446248732996,464
80005047-C,640,0.168510158852426,1576
50002453,1026,0.176892548917363,1675
80031418-C,23,0.138649926188332,101
80011516-C,832,0.191903120462096,794
80026003-C,417,0.244537797344823,595
30150175,453,0.23988272730804897,1142
80044982-C,37,-0.014499661535910001,298
80030966-C,873,0.10341568111099601,1914
80025010-C,1317,0.105728875632619,2831
80036969-C,62,0.19626658561572102,258
80029544-C,473,0.241276585301712,1760
80021685-C,109,0.271300841387958,353
80032860-C,282,0.128118509047745,758
80013549-C,261,0.059875466125569,1146
30103597,1146,0.017165513244064,2533
80012006-C,345,0.14196713427474,526
80031709-C,1814,0.21236069982846104,4576
80039734-C,257,-0.387891482359164,602
80025998-C,178,0.22901988125740902,375
80020481-C,140,0.18557820809525896,314
80023492-C,42,0.184929392938411,119
80024612-C,5533,0.029488487584716,10022
80043916-C,106,0.10306703747686999,641
80006315-C,146,0.31830278195500394,330
80012153-C,805,0.18464765330593602,1456
80006241-C,143,0.008002754435619,345
80015764-C,77,0.155327709606969,303
80032830-C,201,0.05724496214192,842
80021689-C,583,0.28588594092900604,783
80032964-C,244,0.271882954117296,317
70002021,1279,0.262304012211857,1467
80014186-C,387,0.35208554175908796,812
80037781-C,127,-0.086330708825043,529
80020133-C,322,0.245750532523118,1075
80036770-C,234,0.255293143523457,465
50003154,337,0.238606451421823,610
30140011,312,0.27336776981239,482
40100107-C,993,0.28098565457046804,1913
80013410-C,111,0.064442461329285,239
80011015-C,6606,0.114947931925065,4053
80003177-C,284,0.19093010766459198,956
80039072-C,208,-0.127796390677267,737
80009890-C,117,0.156017305736273,171
50003307,444,0.123442382423281,587
80004837-C,970,0.109763955458458,2542
80020770-C,498,0.264063754711482,780
80037420-C,677,0.06249764963891901,1118
80008968-C,51,0.092627442653105,130
80016197-C,227,0.137814624819519,185
80034668-C,92,0.13980837489105802,182
80025863-C,111,0.083594688860897,367
80045058-C,132,0.007969887865729998,2073
80029960-C,201,0.11236244679762,324
80016520-C,55,0.188726310009908,142
80029743-C,183,0.162943485464637,130
80012355-C,271,0.09481198069383699,535
80021254-C,523,0.18340865856106697,963
80008397-C,839,0.126658614289269,2626
70002710,640,0.22839202106397,1004
30103700,312,0.179242599256066,319
70002829,826,0.266803935453871,1727
80040057-C,18,-0.092657043964066,87
80025096-C,528,0.255616899569653,720
80012134-C,1120,0.171818231357423,2043
80039014-C,519,0.09404400332832301,1009
70002383,9999,0.07030331714898401,10389
80043110-C,41,0.15052877411544,216
80012486-C,250,-0.0054506194307019995,275
80013195-C,87,0.049955169929092005,124
80040006-C,127,0.242925655302004,306
80032397-C,86,0.20909664678251397,453
80031849-C,352,0.09787992750602902,1182
80040711-C,400,0.092760812221303,1265
30170052,114,0.23632018668038,195
80024903-C,283,0.15883733096003302,817
80027815-C,394,0.078796577469798,1154
80043243-C,91,0.298961696216891,286
80014751-C,334,0.12484454208886302,262
80025068-C,277,0.29726003271395696,393
80032338-C,168,0.132150961142015,124
50005166,59,0.237168560985565,690
80017647-C,245,0.26077543116540397,291
80012475-C,139,0.011117993211057,193
80009951-C,50,0.14801031740140802,97
80027667-C,989,0.259142221141959,2023
80024292-C,190,0.05298024923972,428
50100135,157,0.236776358976977,316
80042345-C,140,0.15762171282216103,559
80044061-C,2041,0.25146136665693203,4922
80038349-C,145,0.063937326424596,272
80043829-C,239,0.36223741916266605,308
80007022-C,558,0.20728772346410998,1237
80010465-C,854,0.07865200755479201,1219
80042632-C,8,0.0,82
80029195-C,5,0.0,76
80044149-C,532,0.08713888299538901,1848
80029881-C,1233,0.20220001528307602,3005
80000761-C,101,0.217096337696201,206
30103146,5287,0.156804344447763,5052
80014679-C,202,0.264174740788054,267
80023330-C,647,0.148676386852624,1102
50003345,1981,0.094760186534856,2168
80021842-C,2106,0.10103921719233802,3524
80021769-C,245,0.15421004918549602,165
50003356,546,0.10540385847701199,481
30104007,3514,0.213363136799695,5662
80028550-C,142,0.269436261283105,497
80042133-C,70,0.2560763278885,260
30103315,1039,0.223836250805999,1863
80001667-C,112,0.023736204051209,390
80036799-C,2522,0.173373449481291,4247
80026294-C,120,0.23724215645459,94
80027238-C,343,0.053293868450697994,469
80003994-C,233,0.049386543174149006,468
80041704-C,102,0.33947764132068003,1003
80001651-C,165,0.16221724141672303,216
80038861-C,195,0.132088075329409,650
80033495-C,679,0.09907391083446301,1866
80023252-C,240,-0.001133420956298,422
30103642,511,0.221154432869476,488
80025495-C,398,0.22391380143669698,603
80017759-C,2047,0.18411315427535102,3028
80039685-C,331,-0.6448556554803829,234
80027779-C,49,0.22121826301077302,34
80027852-C,518,0.14465608446937198,1309
80036659-C,126,0.24667763940520399,645
80036972-C,406,0.163785730124299,814
80008129-C,486,0.174829415760488,1331
80044634-C,559,-0.013534119229166,1563
80044283-C,135,0.184156081261541,335
80032841-C,1973,0.076994602667101,5033
80045695-C,118,0.38372306390479705,242
80013183-C,1068,0.073217048057839,1240
80038445-C,298,0.27781632291214303,464
80039156-C,107,0.25570593500322,379
50800059,438,0.142788750945615,2003
80023616-C,54,0.465205542814946,112
80004387-C,3161,0.118964753826385,4796
80022317-C,607,0.01794131642693,1166
80044723-C,118,0.12225684506957901,496
80043040-C,95,0.046368151318061,533
80045338-C,1441,0.364721345424736,6559
80042984-C,71,0.138090938083618,83
80030436-C,120,0.09560672182854903,216
80027766-C,143,0.518003230356681,529
80040641-C,110,0.0016772956480320001,473
80003756-C,142,0.053241936545074,263
80040715-C,64,0.04615623526817599,173
80011943-C,23,0.277368431716187,100
80031071-C,141,0.119988579295514,354
80018451-C,4109,0.114462199216309,3888
80044065-C,1510,0.20846683380123998,2992
80045576-C,359,-0.43639007250524997,337
80025266-C,562,0.026355222443188997,1584
80044039-C,32,0.216350399658631,140
50003343,2384,0.088811659524052,2315
80007491-C,125,0.11341654185405499,146
80027663-C,218,0.275919031103906,524
80022212-C,115,0.298519777640049,245
50003103,457,0.252822219569103,789
80044918-C,76,0.163032811300111,702
80007775-C,277,0.12467519093904302,450
80032639-C,260,0.293684093321261,598
80045279-C,118,0.11529185694293499,607
80037503-C,292,0.17920362222618103,1451
80020653-C,291,0.18205558547186396,1560
80044381-C,35,0.20416952987701004,98
80008283-C,92,0.285991248900101,177
80029189-C,179,0.256797857925456,217
80045466-C,16,0.017093937371428,54
80040700-C,169,-0.007271970476879,280
80012948-C,6415,0.12378929960756001,19609
80024639-C,3593,0.12470236599635601,4712
80001886-C,836,0.360739116124656,893
80007136-C,949,0.149354976263271,2385
80020144-C,594,0.190608730621145,1627
80042899-C,125,0.189131622484706,197
80023058-C,653,0.173112220610108,1318
80026236-C,183,0.07411279889797799,434
80040602-C,139,0.030567344647732995,537
80046629-C,53,0.241229284736684,411
80023203-C,313,0.34140389345780703,344
80034153-C,371,0.025427372188407002,236
80030959-C,944,0.117787171572752,1110
80006720-C,788,0.14943038222919,1187
80003205-C,652,0.03316666246936,717
80006588-C,231,-0.085032216183064,339
80046007-C,246,-0.05400510011207799,656
70002923,3727,0.227424180683272,4755
80008217-C,722,0.29074365755486997,1500
80024551-C,738,0.09587005691168901,1430
30102829,903,0.129685369816895,1843
80036433-C,124,0.141854375449826,249
80021848-C,182,0.096403202097345,813
80020793-C,195,0.258278617955566,410
40100244-C,313,0.273103506819114,247
80036386-C,108,0.237500492578513,411
80005451-C,131,0.04197279610696901,374
80046546-C,98,0.10102064651555,136
80042333-C,111,0.10659799342903697,547
80000840-C,224,0.203748203075002,413
80020172-C,620,0.32125326704231605,1047
50003277,734,0.022235364455131,2043
80001184-C,482,0.17093515118054997,875
80007834-C,2828,-0.011972816009116,4411
80028047-C,63,0.136678247603005,218
80006667-C,241,0.10410208653298,359
80013132-C,354,0.092820668225503,468
80009959-C,351,0.251798239108182,733
80000543-C,503,0.204439618189905,726
80009391-C,4088,0.146914885951932,6117
80039706-C,173,-0.401864125738298,755
80032166-C,340,0.064738901325141,656
80003040-C,11254,0.019725641795457,5213
80009267-C,345,0.13014736657578002,320
80013473-C,241,0.057335466158336,356
50800036,565,0.10661418057907598,781
80030274-C,82,0.17474664503828696,208
80020713-C,254,0.19644764942424103,915
80006272-C,264,0.10889270168106,359
80006959-C,490,0.211842816354868,1269
80042152-C,326,0.092058206259364,756
80016884-C,694,0.183331186641124,3033
30103237,2043,0.15548016801174402,3823
80007238-C,5490,0.11645540195950599,10610
30104110,230,0.112644262402389,724
80012465-C,400,0.100100012699316,330
80030771-C,42,0.098806808904202,165
80027421-C,73,0.067547770519415,201
80035208-C,104,0.005507706714431,242
80022158-C,284,0.163654347695906,753
80039897-C,639,0.12307605880495401,1459
80041829-C,86,0.069470514091688,224
80030066-C,1662,0.103372437076362,4882
80022050-C,70,0.23005406572272402,127
80017048-C,955,0.06610457524378299,1560
80046135-C,84,-0.182185312560212,246
80044438-C,271,0.190223543364577,2199
80031421-C,26,0.284153276746743,65
80027262-C,156,0.135380074770578,130
80044530-C,58,-0.07746845895311298,350
80039884-C,145,0.121022511428336,1088
80003241-C,74,0.24293648873567603,101
80011100-C,447,0.144041410419141,943
80034577-C,85,0.22756221240028698,304
80023901-C,794,0.253416610696643,977
80042196-C,18,-0.034558557529369,114
80002428-C,360,0.08809005050766,1363
80009340-C,731,0.18437592396352304,3753
80013554-C,178,0.07071433988932599,231
80020668-C,1160,0.177700056100208,5063
80039581-C,344,0.35468732519626295,378
80035722-C,15,0.05326465143584,106
80023161-C,95,0.20275255868964198,462
80036817-C,230,0.037937365614748,315
80024602-C,78,0.072864297283819,753
80036634-C,345,0.14071955982415804,535
80031003-C,74,0.113407732475336,262
80017562-C,14763,0.070135163866045,41274
80043852-C,102,0.29810993994463103,454
80025245-C,285,0.093388648580865,546
80036760-C,725,0.23135209779705,703
80002237-C,383,0.125009568987111,1017
80004633-C,1398,0.191589298170723,3599
80045275-C,108,0.15599860544502,327
80030364-C,726,0.128626698509961,1614
50004814,204,0.204659378157515,351
80037861-C,58,0.292980013836628,94
80006073-C,61,0.321258100325326,191
80022708-C,107,0.24290382544869502,209
80022600-C,239,0.167473112346585,854
80026075-C,519,0.29048651918233803,405
80029168-C,478,0.23938087552874,1095
80023247-C,178,0.083172899035007,430
80018651-C,398,0.114683792173669,1497
80027432-C,294,0.011176982281879,967
80016203-C,795,0.206353340651974,1837
80020254-C,377,0.153009450021111,157
80008367-C,213,0.271429661314505,421
80010495-C,378,0.251355418642672,902
80012573-C,735,0.049893525789884,845
80041740-C,22,0.31578649081265503,93
80034705-C,736,0.16136057136287102,1290
80042921-C,86,0.12126173164155,336
80017102-C,841,0.10361369545935001,653
80033066-C,33,0.157702552188479,268
30170101,1427,0.16354792010449498,1976
80020641-C,1109,0.255827364587887,3527
80009369-C,1172,0.181527232979287,2798
80029267-C,279,0.097910237536795,697
80010274-C,451,0.048697804071333,625
30130110,318,0.2296519055387,302
80043973-C,392,0.45575984799332203,674
80042371-C,35,0.268776299708684,153
80025996-C,665,0.28577368787387,633
50002782,168,0.23922583026633804,349
80011609-C,361,0.128130289798389,670
30160070,875,0.099789419918606,1607
80013547-C,902,0.104665849320189,1020
70002207,1458,0.22550871172825304,2066
80044742-C,224,-0.033072373587968995,875
80045359-C,305,0.225580597140113,954
80010451-C,724,0.22923317280059402,1954
80027115-C,226,0.15090896677242402,572
80003179-C,596,0.108206450037305,1864
50100097,295,0.21359583344618105,224
70002258,3028,0.11107906003509699,2718
30103697,324,0.189141562649469,245
30105213,1346,0.21879424822058105,3114
80043070-C,25,0.08505898942008501,64
80036161-C,155,0.101512438121282,190
80025364-C,413,0.12415202828207901,1094
80045425-C,84,0.06353669531973499,319
80036967-C,751,0.202303034667522,2841
80014450-C,1318,0.23580474488070802,3660
30103640,441,0.12409554635639901,1620
80008068-C,349,0.16549279143813098,759
40100067-C,1490,0.292720633866495,3321
80000869-C,174,0.155109971149302,443
80012297-C,265,0.11552814932741498,966
80037303-C,197,0.22417253223865402,1135
80044956-C,33,-0.10694656753015598,125
80032399-C,266,0.154665405459941,701
80012488-C,229,-0.013209765839652,248
70002403,6058,0.068998664119176,4676
80044729-C,435,0.004015748499177,1299
80029429-C,138,0.07428325673394201,322
80033335-C,117,0.22846173905447603,952
80027707-C,527,0.19824930766432997,540
80010983-C,71,0.160311161160604,140
80006400-C,119,0.186690560431121,199
80042320-C,236,-0.023840187635096,618
30103008,836,0.24596468819142003,823
80022564-C,329,0.070112654275371,579
80013895-C,1600,0.052165567191054,1494
30120258,922,0.281070966744288,1342
80044150-C,584,0.07221088798145799,2058
80003438-C,278,0.11436989765361698,479
80043186-C,13,0.28486329382989695,64
80015690-C,50,0.318513415966182,56
80012518-C,140,0.06493180314550799,309
80044992-C,26,-0.023866628082372998,470
80001061-C,820,0.167933654429697,2239
80016331-C,33,0.00392851030312,250
80021770-C,93,0.058485941662283,44
80011452-C,248,0.091246423718075,567
30103665,7743,0.15718245686079502,5799
80038072-C,697,0.189171629610103,347
80027217-C,26,0.21896363681531,34
80041623-C,8,0.09474373282967,57
80042916-C,167,0.186180799132682,398
80017169-C,453,0.06138240198394301,787
80028202-C,93,0.20507574993563196,384
80038812-C,76,0.24281640425356898,405
80029711-C,275,0.10784089518415302,536
80014494-C,172,0.237827554737766,562
80034666-C,314,0.127349088854529,301
50004801,168,0.166108546160699,401
80036685-C,268,0.091040458489646,409
30102715,2834,0.203594854739471,3434
80042630-C,68,0.054932941346374005,367
30130113,247,0.208712600402211,219
80009159-C,830,0.126085553208922,2490
80035433-C,254,0.30114361749409996,191
80020685-C,2095,0.18175213887989103,12431
80024513-C,163,0.176841309699781,213
80039464-C,71,0.088272580311247,371
80017904-C,528,0.111474440533809,793
80033934-C,422,0.323700644936039,1031
80034074-C,1506,0.10328775011635902,3238
80006705-C,263,0.09110495150228999,740
30103303,833,0.22055733820113604,441
80022842-C,161,0.250347960039546,476
80026014-C,248,0.10515645270120601,704
50003375,65,0.10720263565138699,71
80040097-C,701,0.283882831395596,1085
80045939-C,186,-0.20797009936998498,477
80005747-C,171,0.173984887222928,278
80037294-C,209,0.35763461631769605,394
80042666-C,142,0.27971337108822997,455
80008548-C,7475,0.211380536741234,15325
80039271-C,187,0.19746550986203898,230
80038389-C,423,0.021070332872101003,997
50002070,435,0.199711436009566,352
80006117-C,129,0.046186544723416996,532
80010754-C,306,0.087101245888624,466
80002389-C,715,0.210663875856043,1838
80042940-C,65,-0.07766265006500199,182
80025644-C,456,0.156512101637578,1243
50002063,97,0.22717944873162602,250
80018916-C,1518,0.226558673377393,3497
70002933,316,0.268444672390922,683
80007852-C,691,0.123918373494638,812
80042895-C,108,0.204095166466105,184
80017555-C,554,0.327674735793166,949
80026338-C,121,0.307372615071211,156
80044071-C,1048,0.17598048678451697,4519
80039961-C,175,0.12511811245656498,419
80020148-C,383,0.17958364370343105,1567
80036706-C,229,0.16855492625792404,919
80027951-C,236,-0.021778400412787,135
80023107-C,870,0.403513565652617,866
80041886-C,33,0.25934320316234,237
80014762-C,288,0.170481921148417,515
80040579-C,50,0.016694236962119,467
80041589-C,84,0.106982866047769,291
80012512-C,58,0.147125618706359,147
80034498-C,132,0.062029362819285,236
30102699,594,0.176466873974276,1361
80013155-C,1240,0.08839652222426199,1027
80021851-C,1025,0.14035316208786403,2122
80027402-C,408,0.057477440436184,596
80009649-C,121,0.130298298444546,610
80012610-C,43,0.16382944943084,222
50002082,1342,0.22885708429303897,978
80039282-C,145,0.092187657758947,536
80013448-C,652,0.066605687953543,880
80003173-C,337,0.08462821409557,920
30104630,2014,0.030144131500326,2405
50004655,196,0.27742919340953304,178
80038086-C,479,0.17322552538663297,1515
80040587-C,86,-0.001042561205612,349
80015664-C,85,0.16646465326019,115
80011722-C,262,0.19641596397549202,529
80011809-C,479,0.115423096147166,1275
80008020-C,1034,0.19581467494244398,2349
50003373,322,0.11956385616131099,645
80022547-C,228,0.09622781464629901,275
80039863-C,234,0.13601149931909698,1048
80000653-C,130,0.17982713231854,403
30103163,1393,0.15411654466727698,1938
30103305,317,0.20017161977648898,340
80020655-C,248,0.180942078251242,1545
70800036,1352,0.148546462386304,1687
50003120,220,0.32990353305356,512
50002029,250,0.253329849806626,1385
80044638-C,232,0.271110227450776,1006
80016653-C,497,0.21872048813124303,1670
40002657-C,56,0.285052939334476,184
80044748-C,193,-0.098479730136101,775
80039173-C,41,0.291790084691875,137
80018279-C,210,0.236266367463732,446
80044640-C,166,0.262817462282364,734
40100152-C,303,0.22922119694225798,912
80022188-C,1770,0.20767507431660398,4587
80018466-C,2105,0.129535481477341,2585
80012715-C,481,0.07802438578161501,2413
80011603-C,4560,0.180432873475417,6482
80040002-C,616,0.277660629196699,1033
80010087-C,1058,0.168627419624222,1086
80043114-C,50,0.133688342707581,305
30160138,87,0.20865149837160998,108
50002046,671,0.17602033305935,1509
30160312,12296,0.18016239978193696,32129
30103175,20225,0.13207174886435302,28137
80027128-C,163,0.293190964928652,222
80029191-C,1234,0.18265848701975,1724
80013902-C,775,0.053238491101271,855
80000350-C,1458,0.209753916623187,2677
80045588-C,279,-0.403164457383055,484
80012579-C,47,0.014739360916554,169
80027561-C,207,0.075330670011415,186
80026499-C,135,0.17904368051078604,151
80027469-C,172,0.22001008470883102,751
80032234-C,179,0.06864351666652299,287
80043804-C,75,0.13615355032103998,204
80011610-C,1686,0.07417157827603799,4336
80039723-C,275,-0.402992318478944,443
80037279-C,25,0.086459979579672,60
80003039-C,411,0.280960390109885,1119
80015772-C,88,0.229624433088856,128
80012119-C,83,0.079510150434783,169
80044653-C,308,0.26891949987611996,1481
80020662-C,680,0.172481119812934,2646
80003483-C,855,0.065944067637965,1536
80021797-C,120,0.15258494728297,142
30150114,1594,0.28395907799180103,2914
80039065-C,127,-0.11397697653107901,263
80022681-C,118,0.045353443212409,313
80036178-C,994,0.082747240151965,1023
80032605-C,1505,-0.041500569985975,4501
80040594-C,729,0.052554961060130995,3459
80027360-C,2600,0.35127192004425195,1943
80037970-C,75,0.239915447071798,121
80038939-C,73,0.137959978967196,111
80029911-C,86,0.275369868358139,176
80025765-C,52,0.08877470437550598,257
80040550-C,67,0.107958893753537,95
80016246-C,54,0.176530970663569,429
80026138-C,606,0.020304259480321,2304
80009660-C,96,0.21652028952308397,302
80014717-C,92,0.148751481164849,886
80038051-C,3281,0.204623493630848,1857
80008798-C,206,0.132181033829222,402
30103742,4901,0.22291472281892602,8653
80015301-C,425,0.113819790670546,1042
80022740-C,4485,0.048548622543043,10981
80045667-C,36,0.109590463054226,93
80044328-C,693,0.127101062929764,2159
80022837-C,232,0.17221434042523903,288
70002878,2042,0.278632859088452,2430
80004688-C,196,0.068189417705807,363
80044336-C,373,0.162772294941375,2446
80024572-C,50,0.15062203224134196,228
80025061-C,70,0.349956199785288,225
80003500-C,39,0.029990498154541002,73
80028579-C,83,0.34094900900709396,323
80028192-C,211,0.21476967472210198,346
80032265-C,297,0.033966708858087,816
50004289,24565,0.107909971433178,38435
80044096-C,99,-0.40171197605444,406
80041613-C,228,0.263601605062388,789
80010385-C,547,0.15381512435724698,809
80037740-C,913,0.180683087938638,1682
30102977,3157,0.202105807183307,2492
80029902-C,297,0.371308581461099,787
80003217-C,6925,0.13885341733064402,1609
80034656-C,85,0.234112796398344,1368
80025812-C,808,0.021141605002077,2106
80042935-C,88,-0.14504384346726198,207
80024322-C,26,0.067917050866728,109
80038746-C,56,-0.024743704593535,96
80005079-C,688,0.172443330939852,1522
80029388-C,467,0.09481331729771199,707
30103502,2745,0.12863313425532302,3884
80045493-C,17,-0.031107505986278,259
80042613-C,130,-0.5003894173446721,192
80003003-C,2399,0.093567766908609,3122
80033321-C,425,0.221639634308151,3517
80032919-C,429,0.063144280333953,701
80013087-C,331,0.09835733441922599,685
80032766-C,2672,0.192535074846995,6739
50002076,1432,0.18237131475173302,528
80030788-C,20,0.30237069546188,56
80015937-C,177,0.098909686151661,819
80045565-C,165,-0.43062829135895797,318
80045086-C,58,0.042796277903071,926
80009467-C,634,0.22055492089349,1026
30103349,10705,0.31230249512430397,15644
80044122-C,85,0.17494014067722902,1170
80007482-C,747,0.07622327554584599,496
80016180-C,151,0.06855963682147401,734
70002305,964,0.20265347501531894,1512
80018031-C,343,0.199231367938078,669
80041763-C,678,0.180267416002494,2055
80035361-C,565,0.106999855370606,3020
80027357-C,2160,0.28042360943874894,3012
80018583-C,626,0.04905183976358099,529
80011351-C,97,0.24331504510410998,113
80022672-C,220,0.062855438265606,538
80017636-C,538,0.14236094043688097,496
80020277-C,66,0.21390744558594,148
80013117-C,964,0.013780449149963,2419
80021738-C,377,0.0016012475952579999,43
80008318-C,377,0.22561818198099803,241
80002037-C,2119,0.122389672365554,3602
80042589-C,84,0.1722979916262,94
80034681-C,63,0.146803063947788,215
80043676-C,60,0.29386346485184,417
80045406-C,125,0.22106252012520197,253
80027930-C,80,-0.012393603045165999,1104
80034552-C,74,0.194118564660035,185
50003390,58,0.11638293290149498,209
80013197-C,385,0.107770321555181,298
30150133,1037,0.27303427537744396,1690
50002646,208,0.11478354810270401,493
80042401-C,944,0.129245606096215,15070
70002810,2394,0.253786424809512,3044
30103513,638,0.18892154350521104,700
80037415-C,1121,0.128978280782112,4583
80006278-C,190,0.105340385723319,480
80012514-C,154,0.22961771632932898,224
80017672-C,221,0.213184382408292,269
80007889-C,327,-0.026383490746637,237
80000235-C,104,0.21037973438583898,438
30104428,192,0.289172140351513,425
80014590-C,142,-0.013944055688974999,151
80024351-C,942,0.10293363157409,3009
80041390-C,97,0.12709962592691001,220
80001672-C,1955,0.176370036248068,4773
80017031-C,333,0.11863929193960901,1117
80029741-C,1045,0.181344011622588,5556
80039124-C,434,0.126737237304168,1273
80007654-C,149,0.14140901313609802,166
80041479-C,38,0.213439805923678,305
80025540-C,528,0.19232711708371503,572
80036065-C,2902,0.150099228607047,6466
50003114,553,0.242849987146329,610
80039593-C,69,0.23781172844480802,689
80038080-C,1078,0.231967964072338,1444
80034223-C,84,0.06275095805467801,145
80022460-C,224,0.183992396956749,611
80013251-C,80,0.21866513845978897,406
80035638-C,29,0.080004701813328,84
80022568-C,35,0.08897710769891001,91
50003347,336,0.11799700329266001,804
80018086-C,237,0.18387278572176602,759
80040802-C,63,0.25660681049459194,628
80016063-C,284,0.261109213205728,665
50002072,953,0.180930065421973,721
80028017-C,2936,0.090829351403175,3181
80025553-C,156,0.156934591683898,490
80036076-C,524,0.28079708755786503,2371
80006308-C,269,0.237415852912908,873
80029558-C,318,0.22808106910218,646
80024114-C,361,0.191883685775224,1507
80026964-C,2981,0.562957069637785,124
30103506,1216,0.229094677789246,2612
80042909-C,630,0.16287960241132698,1260
80010962-C,97,0.232918978645182,86
80043239-C,281,0.058313284914208,700
80027300-C,30,0.254081798546113,131
80020697-C,3741,0.274470199816449,12073
80045875-C,264,0.15717376662923999,4081
30103755,338,0.20212367812544899,158
80007306-C,77,0.035904951020307004,194
80037078-C,426,0.188057239869667,969
80034066-C,97,0.23234200062345697,230
80012507-C,917,0.023488593590733995,972
80024455-C,209,0.15759662562118698,760
80017769-C,266,0.40075118665235104,274
80014959-C,597,0.29877169760411104,771
80027512-C,627,0.17181845012254401,1281
80031351-C,290,0.268618391352437,642
80044557-C,425,0.08629464098013001,10379
70002196,253,0.23762092707801896,463
80042958-C,291,0.24738655396770998,1462
50003385,204,0.09078629923682001,1242
80012469-C,177,-0.00215257699004,197
80033388-C,109,0.18005016208341398,227
80003441-C,403,0.08629374875799099,838
80020246-C,537,0.22191294449927698,100
80025028-C,3241,0.133872892673561,9855
80013673-C,93,0.28846042419025897,214
80038829-C,33,0.20596799712265101,123
80021000-C,124,0.14836843918906797,397
80003211-C,177,0.09681095660736401,662
50003122,852,0.26929725091292,1662
80024688-C,378,0.22507446608207896,1203
80028234-C,57,0.094950055165876,252
80042874-C,27,0.26217906733930396,140
80040252-C,51,0.10291563568109699,232
80045583-C,167,-0.427640835627225,203
80009162-C,1334,0.09003223614037899,2044
80001648-C,189,0.17256599903611203,323
80036209-C,548,0.08928519179736599,846
80039888-C,594,0.098258659555947,2537
80021965-C,59,0.14362681083628,89
80036416-C,187,0.122330163230002,283
30103307,1923,0.244346664603591,3701
80017740-C,677,0.252991232620885,1203
80044330-C,480,0.197831799866473,2306
80037051-C,1315,0.161793241983788,3506
80022214-C,1107,0.11477692031020001,1947
80011020-C,418,0.10693635646109599,1671
80042347-C,83,0.125048168155941,220
80023118-C,357,0.355381738103647,330
50002459,415,0.25013316747118497,758
80024773-C,194,0.198787722258148,359
50003543,97,0.083071648961512,319
50002086,266,0.18103955444684502,741
80017645-C,388,0.303618887266343,554
80000515-C,121,0.196877829406472,157
80031270-C,58,0.088065491907805,284
80026120-C,2132,0.23687059999106602,1841
80009953-C,327,0.154790573845305,1521
80012477-C,176,0.010384455192595,288
80010499-C,377,0.29621604828194104,863
80029955-C,923,0.205258500057567,1157
80030597-C,80,0.17849081240083803,572
40003026-C,67,0.287142489492523,105
80037806-C,136,-0.002612399778468,454
80044544-C,1860,0.138363978881594,1135
30103869,111,0.054858879639365005,182
50002916,3311,0.089495983903963,7063
80041776-C,220,0.284721576093875,572
80024994-C,73,0.285687665528156,241
80022910-C,130,0.044939299361947,538
80045614-C,79,0.060494896654122006,206
80035463-C,94,0.080581742833575,493
80040199-C,206,-0.079085636190901,2446
80006828-C,116,0.10462371335352401,134
80006703-C,509,0.152392286292974,810
80026012-C,978,0.072121107928105,685
80045740-C,38,0.060033379639105995,281
80039468-C,398,0.141125177212816,1898
80030977-C,615,0.108491613274504,1949
80011556-C,2940,0.184362674042536,4805
80014630-C,111,0.26619389117952,240
80014764-C,438,0.194030550241617,728
80016269-C,352,0.175154798406947,858
80019328-C,166,0.251813819575677,238
80029308-C,262,0.066850434496265,740
80017093-C,446,0.20025312783017798,203
80002228-C,2317,-0.036004651511375003,6016
80011605-C,282,0.19369814152821,239
80018460-C,181,0.14146991162414302,431
80009448-C,204,0.24967099429432998,413
80018568-C,112,0.279733954725065,107
80042436-C,127,0.04998662404005099,484
80038466-C,110,0.24347575703250304,230
50002237,199,0.26828506522901896,690
80034431-C,487,0.200446046039137,1344
80021687-C,267,0.30800438392872603,413
80039021-C,339,0.234002661283598,208
30105175,49,0.22533132222833302,225
50004203,701,0.17841566372631198,944
80028227-C,16,0.18456834401578698,165
80036246-C,2865,0.18158007622824804,4416
80042644-C,248,0.089040089915858,1273
80006138-C,107,0.078065882736211,222
30160129,359,0.21018662820094394,968
80022154-C,916,0.16138109217487198,2623
80046168-C,11,-0.032198629223476,165
50003101,408,0.250704017708984,593
80025911-C,428,0.137885380262658,578
80030584-C,56,0.18625727225799102,203
80044186-C,54,0.40928059832183794,151
80025385-C,291,0.273384427849327,779
80043252-C,147,0.08098842056971,440
